consumerNum,consumerName,life_stage,consumerCat,trophic_strategy,source,preys_on,parasitic_on,zone,habitat_notes
895,Flaccisagitta enflata,adult,chaetognath,carnivore (scavenger + predator),Light & Smith,copepods,NA,all,pelagic
896,Flaccisagitta enflata,juvenile,chaetognath,carnivore (scavenger + predator),Light & Smith,copepods,NA,all,pelagic
897,Mesosagitta minima,adult,chaetognath,carnivore (scavenger + predator),Light & Smith,copepods,NA,all,pelagic
894,Parasagitta euneritica,adult,chaetognath,carnivore (scavenger + predator),Light & Smith,copepods,NA,all,pelagic
898,Serratosagitta bierii,adult,chaetognath,carnivore (scavenger + predator),Light & Smith,copepods,NA,all,pelagic
899,Paraspadella pimukatharos,adult,chaetognath,carnivore (scavenger + predator),Light & Smith; Alvariño (1987),copepods,NA,mid to low,benthic on coralline algae fragments
1762,Callistochiton connellyi,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,NA
1758,Lepidozona radians,adult,chiton,grazer,Light & Smith,not reported,NA,low,"under rocks, hidden beneath sediment deposits on rocky surfaces, more common subtidally"
1760,Lepidozona retiporosa,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,NA
1759,Lepidozona scabricostata,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,NA
1761,Lepidozona willetti,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,NA
1775,Dendrochiton thamnoporus,adult,chiton,grazer,Light & Smith,not reported,NA,very low,more common subtidally on all sides of rocks
1776,Mopalia acuta,adult,chiton,grazer,Light & Smith,not reported,NA,very low,"under rocks, shells on sand, beneath the sand line on larger rocks"
1777,Mopalia kennerleyi,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,NA
1778,Mopalia lionota,adult,chiton,grazer,Light & Smith,not reported,NA,low,"in the granite, sand channel habitat"
1779,Mopalia plumosa,adult,chiton,grazer,Light & Smith,not reported,NA,low,NA
1763,Cyanoplax berryana,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,"on the top, sides of rocks"
1764,Cyanoplax caverna,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,"Sometimes found nestled in the pallial groove of the larger Nuttallina californica,"
1768,Cyanoplax cryptica,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,"Found exclusively on the southern sea palm kelp, Eisenia arborea."
1765,Cyanoplax dentiens,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,"on the top, sides of rocky outcrops, boulders"
1766,Cyanoplax keepiana,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,"Found in warm protected pools under small stones,"
1767,Cyanoplax lowei,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,"Found exclusively amongst the holdfasts of the giant kelp, Macrocystis pyrifera, but rarely collected"
1769,Cyanoplax thomasi,adult,chiton,grazer,Light & Smith,not reported,NA,middle,mid-intertidal rocky cracks or under barnacle hummocks;
1770,Nuttallina fluxa,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,"intertidal habitats, including home depressions when the substrate is sandstone"
1771,Tonicella lokii,adult,chiton,grazer,Light & Smith,not reported,NA,middle to low,NA
1773,Tonicella undocaerulea,adult,chiton,grazer,Light & Smith,not reported,NA,very low,more common subtidally
1772,Tonicella venusta,adult,chiton,grazer,Light & Smith,not reported,NA,very low,"top, sides of rocks, more common subtidally"
677,ciliate_1,NA,ciliate,unknown,PO,not reported,NA,NA,NA
376,Glans carpenteri,adult,clam,filter feeder,"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,low,attaches by a byssus to the undersurfaces of rocks on open coast
377,Kellia suborbicularis,adult,clam,filter feeder,"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,middle to low,"interstitial places; nestling on pilings, rocks, in mussel beds, empty barnacles, bottles,, pholad holes"
370,Limaria hemphilli,adult,clam,filter feeder,"Morris, Abbott, & Haderlie",not reported,NA,low,under rocks
392,Entodesma navicula,adult,clam,filter feeder,"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,low,"attached in crevices; Byssally attached under rocks in low intertidal, in fouling on wharf pilings"
382,Semele rupicola,adult,clam,filter feeder,"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,low,"crevices, mussel beds, little known"
378,Diplodonta orbella,adult,clam,filter feeder,"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,low,"under rocks, in rubble, builds a nest"
379,Irusella lamellifera,adult,clam,filter feeder,"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,low,"crevices, empty pholad burrows; Nestling among rocks, in pholad burrows along outer coast;"
1972,Leukoma staminea,adult,clam,filter feeder,Light & Smith,not reported,NA,all,nestling among rocks (often in empty pholad holes) on outer coast
381,Petricola californiensis,adult,clam,filter feeder,"Morris, Abbott, & Haderlie",not reported,NA,low,among mussels
380,Petricola carditoides,adult,clam,filter feeder,"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,low,"crevices, empty pholad burrows"
969,Haliclystus sanjuanensis,adult,cnidarian,filter feeder,Mills et al (2023),not reported,NA,low,"On living eelgrass, surfgrass, Zostera marina, Phyllospadix scouleri, or on various species of red, green,, brown algae"
968,Haliclystus sp.,adult,cnidarian,filter feeder,Light & Smith,not reported,NA,low,NA
967,Manania gwilliami,adult,cnidarian,filter feeder,Light & Smith,not reported,NA,low,"Attached to rocks, algae in surf-swept areas; very cryptic near coralline algae"
1032,Ameira longipes,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"high intertidal pools to shallow subtidal eelgrass beds where microalgal epiphytes, detritus occur"
1033,Ameira parvuloides,adult,copepod,filter feeder,Light & Smith,not reported,NA,no data,no data
1035,Nitocra californica,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"tide pool with shell sand, stones,, algae near HMS"
1034,Nitokra spinipes,adult,copepod,filter feeder,Light & Smith,not reported,NA,high,tide pools with freshwater input.
1036,Praeleptomesochra similis,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"Tidal pools, shell sand, stones, algae."
1038,Pseudoleptomesochra typica,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"tidal pools containing shell sand, stones,, algae off HMS"
1037,Psyllocamptus triarticulatus,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"tidal pools containing shell sand, stones,, algae off HMS"
1039,Laophontodes hedgpethi,adult,copepod,filter feeder,Light & Smith,not reported,NA,low,"Associated with Laminaria, other algal holdfasts"
1123,Ascidicola rosea,adult,copepod,parasite,Light & Smith,not reported,ascidians,all,in ascidians
1181,Asterocheres lilljeborgi,adult,copepod,parasite,Light & Smith,not reported,NA,all,Associated with the asteroid Henricia leviuscula.
2243,Lepeophtheirus hexagrammi,adult,copepod,ectoparasite,205,not reported,NA,all,NA
1188,Cancerilla durbanensis,adult,copepod,parasite,Light & Smith,not reported,NA,all,external parasites of the brittle star Amphipholis squamata
1189,Cancerilla neozelanica,adult,copepod,parasite,Light & Smith,not reported,NA,all,external parasites of the brittle star Amphipholis squamata
1190,Cancerilla tubulata,adult,copepod,parasite,Light & Smith,not reported,NA,all,external parasites of the brittle star Amphipholis squamata
1040,Mesochra pygmaea,adult,copepod,filter feeder,Light & Smith,not reported,NA,low,affiliated with eelgrass
1041,Nannomesochra arupinensis,adult,copepod,filter feeder,Light & Smith,not reported,NA,high,warm brackish pools with Enteromorpha
1132,Acanthochondria deltoidea,adult,copepod,parasite,Light & Smith,not reported,NA,all,In the gill cavity of Hexagrammidae (greenlings)
1133,Acanthochondria vancouverensis,adult,copepod,parasite,Light & Smith,not reported,NA,all,In the nasal capsules of the cabezon
1043,Cletodes hartmannae,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"tidal pools with shell sand, stones,, algae near HMS"
1044,Enhydrosoma hopkinsi,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"tidal pools with shell sand, stones,, algae near HMS"
1042,Paracrenhydrosoma karlingi,adult,copepod,filter feeder,Light & Smith,not reported,NA,low,Tidal pools with coarse sand
1045,Dactylopusia crassipes,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"variety of coastal vegetated, unvegetated habitats"
1046,Dactylopusia glacialis,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"microalgae, other vegetation"
1047,Dactylopusia paratisboides,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"Microalgae, epiphytes on eelgrass, other substrates"
1048,Dactylopusia vulgaris inornata,adult,copepod,filter feeder,Light & Smith,not reported,NA,low,"Abundant in epiphytes on eelgrass, macroalgae."
1050,Diarthrodes dissimilis,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"algae at DB, were also found by Watkins (1983) in intertidal vegetated habitats"
1051,Diarthrodes unisetosus,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"algae at DB, were also found by Watkins (1983) in intertidal vegetated habitats"
1054,Leptocaris armatus,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,Associated with algae and/or algal detritus
1055,Bradyellopsis foliatus,adult,copepod,filter feeder,Light & Smith,not reported,NA,low,sites dominated by macroalgae
1057,Ectinosoma breviarticulatum,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"off HMS in a tidal pool with sand, algae"
1059,Ectinosoma californicum,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,rinsing of algae collected off HMS
1056,Ectinosoma melaniceps,adult,copepod,filter feeder,Light & Smith,not reported,NA,low,"ntertidal marine habitats rich in detritus, in eelgrass"
1058,Ectinosoma paranormani,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"off HMS in a tidal pool with sand, algae"
1060,Halectinosoma kunzi,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"off HMS in a tidal pool with shell, gravel"
1061,Halectinosoma longisetosum,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"off HMS in a tidal pool with shell, gravel"
1062,Halectinosoma ornatum,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"algae from tide pool at Point Pinos, Monterey Bay"
1063,Pseudobradya pulchera,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,algae collected at DB
1139,Enterocola laticeps,adult,copepod,parasite,Light & Smith,not reported,NA,all,In the simple ascidian Styela gibbsii
1140,Enteropsis abbotti,adult,copepod,parasite,Light & Smith,not reported,NA,all,In the simple ascidian Styela sp.
1141,Enteropsis capitulatus,adult,copepod,parasite,Light & Smith,not reported,NA,all,In the simple ascidian Boltenia villosa
1142,Enteropsis minor,adult,copepod,parasite,Light & Smith,not reported,NA,all,In the colonial ascidian Metandrocarpa taylori
1143,Enteropsis superbus,adult,copepod,parasite,Light & Smith,not reported,NA,all,In the simple ascidian Pyura haustor
1146,Sabellacheres gracilis,adult,copepod,parasite,Light & Smith; 312,Myxicola infundibulum,NA,all,embedded in the ventral collar of the sabellid polychaete Myxicola infundibulum
1064,Harpacticus compressus,adult,copepod,filter feeder,Light & Smith,not reported,NA,low,"in epiphytes on eelgrass, macroalgae"
1065,Harpacticus pacificus,adult,copepod,filter feeder,Light & Smith,not reported,NA,low,"in epiphytes on macroalgae, eelgrass,, rocks"
1066,Harpacticus septentrionalis,adult,copepod,filter feeder,Light & Smith,not reported,NA,low,"Lower intertidal/shallow subtidal algae, eelgrass"
1067,Harpacticus spinulosus,adult,copepod,filter feeder,Light & Smith,not reported,NA,low,"of algae collected at DB, sand around eelgrass"
1068,Harpacticus uniremis,adult,copepod,filter feeder,Light & Smith,not reported,NA,middle,habitat generalist
1069,Zaus aurelii,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"on eelgrass, macroalgae"
1070,Zaus spinatus hopkinsi,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"Eelgrass, algae,, rock habitats from upper intertidal"
1149,Eurysilenium oblongum,adult,copepod,parasite,Light & Smith,not reported,NA,all,parasites of the scale worm Harmothoe imbricata
1150,Eurysilenium truncatum,adult,copepod,parasite,Light & Smith,not reported,NA,all,parasites of the scale worm Harmothoe imbricata
1151,Herpyllobius arcticus,adult,copepod,parasite,Light & Smith,not reported,NA,all,parasites of the scale worm Harmothoe imbricata
1152,Herpyllobius haddoni,adult,copepod,parasite,Light & Smith,not reported,NA,all,parasites of the scale worm Harmothoe imbricata
1153,Herpyllobius polynoes,adult,copepod,parasite,Light & Smith,not reported,NA,all,parasites of the scale worm Harmothoe imbricata
1071,Echinolaophonte briani,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"epiphytes, holdfasts of macroalgae, eelgrass"
1072,Heterolaophonte discophora,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"Macro-, microalgal, detritus-rich habitats"
1073,Heterolaophonte variabilis,adult,copepod,filter feeder,Light & Smith,not reported,NA,low,Lower intertidal algae; very common on eelgrass epiphytes all along the coast.
1074,Laophonte acutirostris,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"tide pool containing coarse shell sand, near HMS"
1075,Laophonte cornuta,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"associated with algae, common all along the coast"
1076,Laophonte sp.,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"in tide pools near macroalgae (Watkins 1983), also in epiphytes, microalgae in Puget Sound."
1077,Paralaophonte pacifica,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"in epiphytes, microalgae."
1078,Paronychocamptus proprius,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"tide pool with shell sand, stones,, algae near HMS"
1079,Pseudonychocamptus paraproximus,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"more commonly subtidal; from a Point Pinos, Monterey Bay tide pool, in fine sand"
1080,Pseudonychocamptus spinifer,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"Described from a tide pool with shell sand, stones,, algae near HMS. Common in Puget Sound around eelgrass, in lower intertidal, shallow subtidal sandy mud."
1081,Quinquelaophonte longifurcata,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,tide pool with shell sand near HMS.
1154,Herrmannella bullata,adult,copepod,parasite,Light & Smith,not reported,NA,all,"Associated with the scallops Chlamys hastata hericia, C. rubida"
1156,Herrmannella kodiakensis,adult,copepod,parasite,Light & Smith,not reported,NA,all,"In the bivalves Saxidomus giganteus, Leukoma staminea"
1157,Herrmannella panopeae,adult,copepod,parasite,Light & Smith,not reported,NA,all,In the bivalve Panopea abrupta.
1158,Herrmannella saxidomi,adult,copepod,parasite,Light & Smith,not reported,NA,all,In the bivalve Saxidomus nuttalli.
1155,Herrmannella columbiae,adult,copepod,filter feeder,Light & Smith,kleptoparasitic - consumes host food (inferred),NA,all,"In the bivalves Tresus nuttallii, Callithaca tenerrima"
1082,Amonardia normani,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"Eelgrass, macro-, microalgae."
1083,Amonardia perturbata,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"Often very abundant on eelgrass leaves, macroalgae"
1084,Amphiascoides lancisetiger,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"tidal pool with shell sand, stones,, algae near HMS"
1085,Amphiascoides subdebilis,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"In sediments around intertidal, subtidal eelgrass"
1086,Amphiascopsis cinctus,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,intertidal algae
1087,Amphiascus minutus,adult,copepod,filter feeder,Light & Smith,not reported,NA,middle,variety of mid- to low rocky intertidal habitats
1088,Amphiascus undosus,adult,copepod,filter feeder,Light & Smith,not reported,NA,low,NA
1089,Diosaccus spinatus,adult,copepod,filter feeder,Light & Smith,not reported,NA,all,"on macroalgae, eelgrass"
